Measure	E1	E2	Persons	Assessment_Items
1.32	11	57	682722f0d9b0c5db5a78c515	PersonalGainsRImportant
1.72	11	58	682722f0d9b0c5db5a78c515	InnoExec
1.77	11	59	682722f0d9b0c5db5a78c515	ConfidentAbility2Assemble
1.81	11	60	682722f0d9b0c5db5a78c515	StrongTeamPerform
1.73	11	61	682722f0d9b0c5db5a78c515	TrustIndWRespons
1.96	11	62	682722f0d9b0c5db5a78c515	ProvGuidance2Teams
2.68	11	63	682722f0d9b0c5db5a78c515	CMyTeamGetRecog
.25	11	64	682722f0d9b0c5db5a78c515	TakeCreditofMyTeam
-.08	11	65	682722f0d9b0c5db5a78c515	ComfortwConflict
2.65	11	66	682722f0d9b0c5db5a78c515	BelieveValRelations
2.40	11	67	682722f0d9b0c5db5a78c515	Adapt2DiffDynamics
1.77	11	68	682722f0d9b0c5db5a78c515	IDindividTalent
2.00	11	69	682722f0d9b0c5db5a78c515	OpenComms
.50	11	70	682722f0d9b0c5db5a78c515	Vulnerable
1.51	11	71	682722f0d9b0c5db5a78c515	TeamsDevBetSoluts
2.44	11	72	682722f0d9b0c5db5a78c515	SafeTeamEnvirons
1.89	11	73	682722f0d9b0c5db5a78c515	Dependable
1.89	11	74	682722f0d9b0c5db5a78c515	RiskTkgImport
1.41	11	75	682722f0d9b0c5db5a78c515	ComfortWConstrctvConflict
1.77	11	76	682722f0d9b0c5db5a78c515	DiffBetwnConstr&DestrtvConflct
1.15	11	77	682722f0d9b0c5db5a78c515	AddrssConflctsDirect
.29	11	78	682722f0d9b0c5db5a78c515	ConflctLeadsBetOutcms
1.42	11	79	682722f0d9b0c5db5a78c515	WantConflictGoAway
1.00	11	80	682722f0d9b0c5db5a78c515	SeprtPersnFrmIssue
1.83	11	81	682722f0d9b0c5db5a78c515	GoodEmpathizg
1.72	11	82	682722f0d9b0c5db5a78c515	AdaptCommNeedsOthers
1.57	11	83	682722f0d9b0c5db5a78c515	ComfortDelvrngSensFdbk
2.48	11	84	682722f0d9b0c5db5a78c515	ListenB4Spkng
1.83	11	85	682722f0d9b0c5db5a78c515	RemnCompsdNavDisagr
1.12	11	86	682722f0d9b0c5db5a78c515	DiscernEmotClues
1.24	11	87	682722f0d9b0c5db5a78c515	DiscEmotTrggrsConflct
2.06	11	88	682722f0d9b0c5db5a78c515	Slf-Reflct2ImprEmotAwrnss
2.22	11	89	682722f0d9b0c5db5a78c515	ComfortOwnRespnsOutcms
2.13	11	90	682722f0d9b0c5db5a78c515	Cmmttd2Promises
1.95	11	91	682722f0d9b0c5db5a78c515	AcknowledgeRoleInSucFail
1.88	11	92	682722f0d9b0c5db5a78c515	ProActCommsDlysObstcls
1.94	11	93	682722f0d9b0c5db5a78c515	NoSomthngUnreal
2.26	11	94	682722f0d9b0c5db5a78c515	MeetDeadlines
2.48	11	95	682722f0d9b0c5db5a78c515	LearnFrmMistakes
2.39	11	96	682722f0d9b0c5db5a78c515	ComfortRecFdbkColleag
1.24	11	97	682722f0d9b0c5db5a78c515	BelieveBestSolProb
-.95	11	98	682722f0d9b0c5db5a78c515	ThinkWOActing
2.19	11	99	682722f0d9b0c5db5a78c515	TkTime2UndstndComplxIssues
.92	11	100	682722f0d9b0c5db5a78c515	DecsnsNtGoingExpected
1.59	11	101	682722f0d9b0c5db5a78c515	Problems2Steps
1.67	11	102	682722f0d9b0c5db5a78c515	RunThruScenarios
1.90	11	103	682722f0d9b0c5db5a78c515	ExamMultiPerspctvs
1.52	11	104	682722f0d9b0c5db5a78c515	ConsiderAssumptns
2.40	11	105	682722f0d9b0c5db5a78c515	Self-Aware
1.42	11	106	682722f0d9b0c5db5a78c515	ArticulateBiases
2.40	11	107	682722f0d9b0c5db5a78c515	AskQs
.29	11	108	682722f0d9b0c5db5a78c515	PtMyselfUncomfrtSituations
1.88	11	109	682722f0d9b0c5db5a78c515	ImCreative
2.33	11	110	682722f0d9b0c5db5a78c515	PrepB4Mtg1stTime
1.72	11	111	682722f0d9b0c5db5a78c515	MultiScenariosConsidProb
1.77	11	112	682722f0d9b0c5db5a78c515	KnowNonneg
1.90	11	113	682722f0d9b0c5db5a78c515	AdaptMsg2Audience
1.72	11	114	682722f0d9b0c5db5a78c515	SeeSomeone
.81	11	115	682722f0d9b0c5db5a78c515	WillingCompromise
1.83	11	116	682722f0d9b0c5db5a78c515	ImCollaborative
2.13	11	117	682722f0d9b0c5db5a78c515	ImAdaptivePerson
2.13	11	118	682722f0d9b0c5db5a78c515	MntnComposureUndPressure
2.22	11	119	682722f0d9b0c5db5a78c515	Open2DivPerspctvs
2.35	11	120	682722f0d9b0c5db5a78c515	ThinkB4Speak
.81	11	121	682722f0d9b0c5db5a78c515	InfluencedByOthers
1.77	11	122	682722f0d9b0c5db5a78c515	NurtureConnctns
-.42	11	123	682722f0d9b0c5db5a78c515	UsePeopl
2.40	11	124	682722f0d9b0c5db5a78c515	Listen2Others
-.34	11	125	682722f0d9b0c5db5a78c515	EasilyDistracted
2.26	11	126	682722f0d9b0c5db5a78c515	Open2Feedback
1.29	11	127	682722f0d9b0c5db5a78c515	MovePstSmllTalk
.98	11	128	682722f0d9b0c5db5a78c515	BuildRapportWAnyone
1.72	11	129	682722f0d9b0c5db5a78c515	MaintainRelationships
.63	11	130	682722f0d9b0c5db5a78c515	RelationshpsRTx
.01	11	131	682722f0d9b0c5db5a78c515	MakeDecWMissInfo
1.38	11	132	682722f0d9b0c5db5a78c515	IntentnlChoices
1.24	11	133	682722f0d9b0c5db5a78c515	ObjectiveDecisions
1.42	11	134	682722f0d9b0c5db5a78c515	ConsideredBiases
.81	11	135	682722f0d9b0c5db5a78c515	Quick2Act
1.94	11	136	682722f0d9b0c5db5a78c515	Resourceful
2.00	11	137	682722f0d9b0c5db5a78c515	ConseqPotActions
1.38	11	138	682722f0d9b0c5db5a78c515	ExistFrame4Decisions
1.36	11	139	682722f0d9b0c5db5a78c515	DpAnalGuideDec
1.42	11	140	682722f0d9b0c5db5a78c515	ComfortSharIdeasPersSett
2.48	11	141	682722f0d9b0c5db5a78c515	Observant
2.60	11	142	682722f0d9b0c5db5a78c515	Listener
2.26	11	143	682722f0d9b0c5db5a78c515	Reflect
.48	11	144	682722f0d9b0c5db5a78c515	SocialSitsDrainEnergy
1.04	11	145	682722f0d9b0c5db5a78c515	EnergizedMtgNewPeop
1.08	11	146	682722f0d9b0c5db5a78c515	SpeakUpPitchIdeas
.92	11	147	682722f0d9b0c5db5a78c515	DrvnSocEng
-.42	11	148	682722f0d9b0c5db5a78c515	Conversations
1.78	11	149	682722f0d9b0c5db5a78c515	PreferActiveParticipate
.03	12	1	6234a0a4e9db36c0d8336627	EnergizedByPotential
.48	12	2	6234a0a4e9db36c0d8336627	EagertoPursue
.20	12	3	6234a0a4e9db36c0d8336627	PursuePerfection
-.40	12	4	6234a0a4e9db36c0d8336627	ComfortUnchartedT
-.96	12	5	6234a0a4e9db36c0d8336627	ActBeforeThinkg
.24	12	6	6234a0a4e9db36c0d8336627	Adventurous
-.46	12	7	6234a0a4e9db36c0d8336627	ComfDecUncert
.68	12	8	6234a0a4e9db36c0d8336627	Pass2Inovate
-.78	12	9	6234a0a4e9db36c0d8336627	InternReas2Compl
.57	12	10	6234a0a4e9db36c0d8336627	CommunIdeas
.87	12	11	6234a0a4e9db36c0d8336627	ShapeMyPath
-1.12	12	12	6234a0a4e9db36c0d8336627	Procrastinate
1.79	12	13	6234a0a4e9db36c0d8336627	AlwaysMorLearn
-1.24	12	14	6234a0a4e9db36c0d8336627	StruggleDecs
-1.23	12	15	6234a0a4e9db36c0d8336627	KnowEnuf
-.94	12	16	6234a0a4e9db36c0d8336627	DiscourageByFailure
-1.77	12	17	6234a0a4e9db36c0d8336627	GiveUpChallenging
1.31	12	18	6234a0a4e9db36c0d8336627	DeterminedReachGls
-.52	12	19	6234a0a4e9db36c0d8336627	SingularFocus
.61	12	20	6234a0a4e9db36c0d8336627	Listen2Others
-1.12	12	21	6234a0a4e9db36c0d8336627	AnnoyedIfNoIdea
-.41	12	22	6234a0a4e9db36c0d8336627	FollowTraditions
.61	12	23	6234a0a4e9db36c0d8336627	GoBeyondComfZone
-1.20	12	24	6234a0a4e9db36c0d8336627	ObstaclesAsBlocks
.98	12	25	6234a0a4e9db36c0d8336627	TackleChallenges
1.01	12	26	6234a0a4e9db36c0d8336627	MoveForward
1.35	12	27	6234a0a4e9db36c0d8336627	AskQuestions
1.27	12	28	6234a0a4e9db36c0d8336627	Slow2Adapt
1.82	12	29	6234a0a4e9db36c0d8336627	Persistent
.45	12	30	6234a0a4e9db36c0d8336627	PivotWhenNeeded
1.71	12	31	6234a0a4e9db36c0d8336627	StandbyCommitements
1.71	12	32	6234a0a4e9db36c0d8336627	KeepPromises
.36	12	33	6234a0a4e9db36c0d8336627	HandleFrustration
.79	12	34	6234a0a4e9db36c0d8336627	ReflectOnFailure
1.16	12	35	6234a0a4e9db36c0d8336627	AcknowledgeMistakes
-1.20	12	36	6234a0a4e9db36c0d8336627	ComfortWFailure
-.99	12	37	6234a0a4e9db36c0d8336627	GoesWrongIsMyFault
-1.42	12	38	6234a0a4e9db36c0d8336627	Resistant2ChangeAfterFail
.61	12	39	6234a0a4e9db36c0d8336627	AcceptRespons4Err
-1.91	12	40	6234a0a4e9db36c0d8336627	FailureStopTrying
-.41	12	41	6234a0a4e9db36c0d8336627	WorseFailures
-1.60	12	42	6234a0a4e9db36c0d8336627	BetterFailurs
.73	12	43	6234a0a4e9db36c0d8336627	IncorpEmrgInfo
.51	12	44	6234a0a4e9db36c0d8336627	AdaptStances
1.05	12	45	6234a0a4e9db36c0d8336627	Open2Feedback
1.19	12	46	6234a0a4e9db36c0d8336627	HumbleInContributions
-.69	12	47	6234a0a4e9db36c0d8336627	Others2knowWhatIdid
.61	12	48	6234a0a4e9db36c0d8336627	FocusNeedsTeam
1.19	12	49	6234a0a4e9db36c0d8336627	Legacy2ElevateOthers
1.16	12	50	6234a0a4e9db36c0d8336627	ImAGoodListener
.36	12	51	6234a0a4e9db36c0d8336627	SpeakUp@Mtgs
.79	12	52	6234a0a4e9db36c0d8336627	ValueInputFromAll
.61	12	53	6234a0a4e9db36c0d8336627	DrivenLongTrmSucc
1.43	12	54	6234a0a4e9db36c0d8336627	WholeTeamSucc
1.61	12	55	6234a0a4e9db36c0d8336627	TrustEss4Innovation
.98	12	56	6234a0a4e9db36c0d8336627	TakeResp4Setbacks
.10	12	57	6234a0a4e9db36c0d8336627	PersonalGainsRImportant
.51	12	58	6234a0a4e9db36c0d8336627	InnoExec
.56	12	59	6234a0a4e9db36c0d8336627	ConfidentAbility2Assemble
.52	12	61	6234a0a4e9db36c0d8336627	TrustIndWRespons
.75	12	62	6234a0a4e9db36c0d8336627	ProvGuidance2Teams
1.46	12	63	6234a0a4e9db36c0d8336627	CMyTeamGetRecog
-.97	12	64	6234a0a4e9db36c0d8336627	TakeCreditofMyTeam
-1.29	12	65	6234a0a4e9db36c0d8336627	ComfortwConflict
1.43	12	66	6234a0a4e9db36c0d8336627	BelieveValRelations
1.19	12	67	6234a0a4e9db36c0d8336627	Adapt2DiffDynamics
.56	12	68	6234a0a4e9db36c0d8336627	IDindividTalent
.79	12	69	6234a0a4e9db36c0d8336627	OpenComms
.29	12	71	6234a0a4e9db36c0d8336627	TeamsDevBetSoluts
.67	12	73	6234a0a4e9db36c0d8336627	Dependable
.67	12	74	6234a0a4e9db36c0d8336627	RiskTkgImport
.19	12	75	6234a0a4e9db36c0d8336627	ComfortWConstrctvConflict
.56	12	76	6234a0a4e9db36c0d8336627	DiffBetwnConstr&DestrtvConflct
-.06	12	77	6234a0a4e9db36c0d8336627	AddrssConflctsDirect
-.93	12	78	6234a0a4e9db36c0d8336627	ConflctLeadsBetOutcms
.21	12	79	6234a0a4e9db36c0d8336627	WantConflictGoAway
-.22	12	80	6234a0a4e9db36c0d8336627	SeprtPersnFrmIssue
.61	12	81	6234a0a4e9db36c0d8336627	GoodEmpathizg
.51	12	82	6234a0a4e9db36c0d8336627	AdaptCommNeedsOthers
.35	12	83	6234a0a4e9db36c0d8336627	ComfortDelvrngSensFdbk
1.27	12	84	6234a0a4e9db36c0d8336627	ListenB4Spkng
.61	12	85	6234a0a4e9db36c0d8336627	RemnCompsdNavDisagr
-.10	12	86	6234a0a4e9db36c0d8336627	DiscernEmotClues
.03	12	87	6234a0a4e9db36c0d8336627	DiscEmotTrggrsConflct
.85	12	88	6234a0a4e9db36c0d8336627	Slf-Reflct2ImprEmotAwrnss
1.01	12	89	6234a0a4e9db36c0d8336627	ComfortOwnRespnsOutcms
.92	12	90	6234a0a4e9db36c0d8336627	Cmmttd2Promises
.74	12	91	6234a0a4e9db36c0d8336627	AcknowledgeRoleInSucFail
.67	12	92	6234a0a4e9db36c0d8336627	ProActCommsDlysObstcls
.73	12	93	6234a0a4e9db36c0d8336627	NoSomthngUnreal
1.05	12	94	6234a0a4e9db36c0d8336627	MeetDeadlines
1.27	12	95	6234a0a4e9db36c0d8336627	LearnFrmMistakes
1.18	12	96	6234a0a4e9db36c0d8336627	ComfortRecFdbkColleag
.03	12	97	6234a0a4e9db36c0d8336627	BelieveBestSolProb
-2.16	12	98	6234a0a4e9db36c0d8336627	ThinkWOActing
.98	12	99	6234a0a4e9db36c0d8336627	TkTime2UndstndComplxIssues
-.29	12	100	6234a0a4e9db36c0d8336627	DecsnsNtGoingExpected
.38	12	101	6234a0a4e9db36c0d8336627	Problems2Steps
.45	12	102	6234a0a4e9db36c0d8336627	RunThruScenarios
.69	12	103	6234a0a4e9db36c0d8336627	ExamMultiPerspctvs
.31	12	104	6234a0a4e9db36c0d8336627	ConsiderAssumptns
1.19	12	105	6234a0a4e9db36c0d8336627	Self-Aware
.21	12	106	6234a0a4e9db36c0d8336627	ArticulateBiases
1.19	12	107	6234a0a4e9db36c0d8336627	AskQs
-.93	12	108	6234a0a4e9db36c0d8336627	PtMyselfUncomfrtSituations
.67	12	109	6234a0a4e9db36c0d8336627	ImCreative
1.12	12	110	6234a0a4e9db36c0d8336627	PrepB4Mtg1stTime
.51	12	111	6234a0a4e9db36c0d8336627	MultiScenariosConsidProb
.56	12	112	6234a0a4e9db36c0d8336627	KnowNonneg
.69	12	113	6234a0a4e9db36c0d8336627	AdaptMsg2Audience
.51	12	114	6234a0a4e9db36c0d8336627	SeeSomeone
-.40	12	115	6234a0a4e9db36c0d8336627	WillingCompromise
.61	12	116	6234a0a4e9db36c0d8336627	ImCollaborative
.91	12	117	6234a0a4e9db36c0d8336627	ImAdaptivePerson
.91	12	118	6234a0a4e9db36c0d8336627	MntnComposureUndPressure
1.01	12	119	6234a0a4e9db36c0d8336627	Open2DivPerspctvs
1.13	12	120	6234a0a4e9db36c0d8336627	ThinkB4Speak
-.41	12	121	6234a0a4e9db36c0d8336627	InfluencedByOthers
.56	12	122	6234a0a4e9db36c0d8336627	NurtureConnctns
-1.64	12	123	6234a0a4e9db36c0d8336627	UsePeopl
1.19	12	124	6234a0a4e9db36c0d8336627	Listen2Others
-1.56	12	125	6234a0a4e9db36c0d8336627	EasilyDistracted
1.05	12	126	6234a0a4e9db36c0d8336627	Open2Feedback
.07	12	127	6234a0a4e9db36c0d8336627	MovePstSmllTalk
-.23	12	128	6234a0a4e9db36c0d8336627	BuildRapportWAnyone
.51	12	129	6234a0a4e9db36c0d8336627	MaintainRelationships
-.59	12	130	6234a0a4e9db36c0d8336627	RelationshpsRTx
-1.20	12	131	6234a0a4e9db36c0d8336627	MakeDecWMissInfo
.16	12	132	6234a0a4e9db36c0d8336627	IntentnlChoices
.03	12	133	6234a0a4e9db36c0d8336627	ObjectiveDecisions
.21	12	134	6234a0a4e9db36c0d8336627	ConsideredBiases
-.41	12	135	6234a0a4e9db36c0d8336627	Quick2Act
.73	12	136	6234a0a4e9db36c0d8336627	Resourceful
.79	12	137	6234a0a4e9db36c0d8336627	ConseqPotActions
.16	12	138	6234a0a4e9db36c0d8336627	ExistFrame4Decisions
.14	12	139	6234a0a4e9db36c0d8336627	DpAnalGuideDec
.21	12	140	6234a0a4e9db36c0d8336627	ComfortSharIdeasPersSett
1.27	12	141	6234a0a4e9db36c0d8336627	Observant
1.39	12	142	6234a0a4e9db36c0d8336627	Listener
1.05	12	143	6234a0a4e9db36c0d8336627	Reflect
-.74	12	144	6234a0a4e9db36c0d8336627	SocialSitsDrainEnergy
-.18	12	145	6234a0a4e9db36c0d8336627	EnergizedMtgNewPeop
-.14	12	146	6234a0a4e9db36c0d8336627	SpeakUpPitchIdeas
-.29	12	147	6234a0a4e9db36c0d8336627	DrvnSocEng
-1.64	12	148	6234a0a4e9db36c0d8336627	Conversations
.57	12	149	6234a0a4e9db36c0d8336627	PreferActiveParticipate
.58	13	1	682e06b9ee8f9b11d666b115	EnergizedByPotential
1.03	13	2	682e06b9ee8f9b11d666b115	EagertoPursue
.75	13	3	682e06b9ee8f9b11d666b115	PursuePerfection
.15	13	4	682e06b9ee8f9b11d666b115	ComfortUnchartedT
-.41	13	5	682e06b9ee8f9b11d666b115	ActBeforeThinkg
.79	13	6	682e06b9ee8f9b11d666b115	Adventurous
.09	13	7	682e06b9ee8f9b11d666b115	ComfDecUncert
1.23	13	8	682e06b9ee8f9b11d666b115	Pass2Inovate
-.23	13	9	682e06b9ee8f9b11d666b115	InternReas2Compl
1.12	13	10	682e06b9ee8f9b11d666b115	CommunIdeas
1.42	13	11	682e06b9ee8f9b11d666b115	ShapeMyPath
-.57	13	12	682e06b9ee8f9b11d666b115	Procrastinate
2.34	13	13	682e06b9ee8f9b11d666b115	AlwaysMorLearn
-.69	13	14	682e06b9ee8f9b11d666b115	StruggleDecs
-.68	13	15	682e06b9ee8f9b11d666b115	KnowEnuf
-.39	13	16	682e06b9ee8f9b11d666b115	DiscourageByFailure
-1.22	13	17	682e06b9ee8f9b11d666b115	GiveUpChallenging
1.86	13	18	682e06b9ee8f9b11d666b115	DeterminedReachGls
.03	13	19	682e06b9ee8f9b11d666b115	SingularFocus
1.17	13	20	682e06b9ee8f9b11d666b115	Listen2Others
-.57	13	21	682e06b9ee8f9b11d666b115	AnnoyedIfNoIdea
.14	13	22	682e06b9ee8f9b11d666b115	FollowTraditions
1.17	13	23	682e06b9ee8f9b11d666b115	GoBeyondComfZone
-.65	13	24	682e06b9ee8f9b11d666b115	ObstaclesAsBlocks
1.53	13	25	682e06b9ee8f9b11d666b115	TackleChallenges
1.56	13	26	682e06b9ee8f9b11d666b115	MoveForward
1.90	13	27	682e06b9ee8f9b11d666b115	AskQuestions
1.82	13	28	682e06b9ee8f9b11d666b115	Slow2Adapt
2.37	13	29	682e06b9ee8f9b11d666b115	Persistent
1.00	13	30	682e06b9ee8f9b11d666b115	PivotWhenNeeded
2.26	13	31	682e06b9ee8f9b11d666b115	StandbyCommitements
2.26	13	32	682e06b9ee8f9b11d666b115	KeepPromises
.91	13	33	682e06b9ee8f9b11d666b115	HandleFrustration
1.34	13	34	682e06b9ee8f9b11d666b115	ReflectOnFailure
1.71	13	35	682e06b9ee8f9b11d666b115	AcknowledgeMistakes
-.65	13	36	682e06b9ee8f9b11d666b115	ComfortWFailure
-.44	13	37	682e06b9ee8f9b11d666b115	GoesWrongIsMyFault
-.87	13	38	682e06b9ee8f9b11d666b115	Resistant2ChangeAfterFail
1.17	13	39	682e06b9ee8f9b11d666b115	AcceptRespons4Err
-1.36	13	40	682e06b9ee8f9b11d666b115	FailureStopTrying
.14	13	41	682e06b9ee8f9b11d666b115	WorseFailures
-1.05	13	42	682e06b9ee8f9b11d666b115	BetterFailurs
1.28	13	43	682e06b9ee8f9b11d666b115	IncorpEmrgInfo
1.06	13	44	682e06b9ee8f9b11d666b115	AdaptStances
1.60	13	45	682e06b9ee8f9b11d666b115	Open2Feedback
1.74	13	46	682e06b9ee8f9b11d666b115	HumbleInContributions
-.14	13	47	682e06b9ee8f9b11d666b115	Others2knowWhatIdid
1.17	13	48	682e06b9ee8f9b11d666b115	FocusNeedsTeam
1.74	13	49	682e06b9ee8f9b11d666b115	Legacy2ElevateOthers
1.71	13	50	682e06b9ee8f9b11d666b115	ImAGoodListener
.91	13	51	682e06b9ee8f9b11d666b115	SpeakUp@Mtgs
1.34	13	52	682e06b9ee8f9b11d666b115	ValueInputFromAll
1.17	13	53	682e06b9ee8f9b11d666b115	DrivenLongTrmSucc
1.98	13	54	682e06b9ee8f9b11d666b115	WholeTeamSucc
2.17	13	55	682e06b9ee8f9b11d666b115	TrustEss4Innovation
1.53	13	56	682e06b9ee8f9b11d666b115	TakeResp4Setbacks
.65	13	57	682e06b9ee8f9b11d666b115	PersonalGainsRImportant
1.06	13	58	682e06b9ee8f9b11d666b115	InnoExec
1.11	13	59	682e06b9ee8f9b11d666b115	ConfidentAbility2Assemble
1.15	13	60	682e06b9ee8f9b11d666b115	StrongTeamPerform
1.07	13	61	682e06b9ee8f9b11d666b115	TrustIndWRespons
1.30	13	62	682e06b9ee8f9b11d666b115	ProvGuidance2Teams
2.02	13	63	682e06b9ee8f9b11d666b115	CMyTeamGetRecog
-.41	13	64	682e06b9ee8f9b11d666b115	TakeCreditofMyTeam
-.74	13	65	682e06b9ee8f9b11d666b115	ComfortwConflict
1.98	13	66	682e06b9ee8f9b11d666b115	BelieveValRelations
1.74	13	67	682e06b9ee8f9b11d666b115	Adapt2DiffDynamics
1.11	13	68	682e06b9ee8f9b11d666b115	IDindividTalent
1.34	13	69	682e06b9ee8f9b11d666b115	OpenComms
-.17	13	70	682e06b9ee8f9b11d666b115	Vulnerable
.84	13	71	682e06b9ee8f9b11d666b115	TeamsDevBetSoluts
1.77	13	72	682e06b9ee8f9b11d666b115	SafeTeamEnvirons
1.22	13	73	682e06b9ee8f9b11d666b115	Dependable
1.22	13	74	682e06b9ee8f9b11d666b115	RiskTkgImport
.75	13	75	682e06b9ee8f9b11d666b115	ComfortWConstrctvConflict
1.11	13	76	682e06b9ee8f9b11d666b115	DiffBetwnConstr&DestrtvConflct
.49	13	77	682e06b9ee8f9b11d666b115	AddrssConflctsDirect
-.38	13	78	682e06b9ee8f9b11d666b115	ConflctLeadsBetOutcms
.76	13	79	682e06b9ee8f9b11d666b115	WantConflictGoAway
.33	13	80	682e06b9ee8f9b11d666b115	SeprtPersnFrmIssue
1.17	13	81	682e06b9ee8f9b11d666b115	GoodEmpathizg
1.06	13	82	682e06b9ee8f9b11d666b115	AdaptCommNeedsOthers
.90	13	83	682e06b9ee8f9b11d666b115	ComfortDelvrngSensFdbk
1.82	13	84	682e06b9ee8f9b11d666b115	ListenB4Spkng
1.17	13	85	682e06b9ee8f9b11d666b115	RemnCompsdNavDisagr
.45	13	86	682e06b9ee8f9b11d666b115	DiscernEmotClues
.58	13	87	682e06b9ee8f9b11d666b115	DiscEmotTrggrsConflct
1.40	13	88	682e06b9ee8f9b11d666b115	Slf-Reflct2ImprEmotAwrnss
1.56	13	89	682e06b9ee8f9b11d666b115	ComfortOwnRespnsOutcms
1.47	13	90	682e06b9ee8f9b11d666b115	Cmmttd2Promises
1.22	13	92	682e06b9ee8f9b11d666b115	ProActCommsDlysObstcls
1.28	13	93	682e06b9ee8f9b11d666b115	NoSomthngUnreal
1.60	13	94	682e06b9ee8f9b11d666b115	MeetDeadlines
1.82	13	95	682e06b9ee8f9b11d666b115	LearnFrmMistakes
1.73	13	96	682e06b9ee8f9b11d666b115	ComfortRecFdbkColleag
.58	13	97	682e06b9ee8f9b11d666b115	BelieveBestSolProb
-1.61	13	98	682e06b9ee8f9b11d666b115	ThinkWOActing
1.53	13	99	682e06b9ee8f9b11d666b115	TkTime2UndstndComplxIssues
.26	13	100	682e06b9ee8f9b11d666b115	DecsnsNtGoingExpected
.93	13	101	682e06b9ee8f9b11d666b115	Problems2Steps
1.00	13	102	682e06b9ee8f9b11d666b115	RunThruScenarios
1.24	13	103	682e06b9ee8f9b11d666b115	ExamMultiPerspctvs
.86	13	104	682e06b9ee8f9b11d666b115	ConsiderAssumptns
1.74	13	105	682e06b9ee8f9b11d666b115	Self-Aware
.76	13	106	682e06b9ee8f9b11d666b115	ArticulateBiases
1.74	13	107	682e06b9ee8f9b11d666b115	AskQs
-.38	13	108	682e06b9ee8f9b11d666b115	PtMyselfUncomfrtSituations
1.22	13	109	682e06b9ee8f9b11d666b115	ImCreative
1.67	13	110	682e06b9ee8f9b11d666b115	PrepB4Mtg1stTime
1.06	13	111	682e06b9ee8f9b11d666b115	MultiScenariosConsidProb
1.11	13	112	682e06b9ee8f9b11d666b115	KnowNonneg
1.24	13	113	682e06b9ee8f9b11d666b115	AdaptMsg2Audience
1.06	13	114	682e06b9ee8f9b11d666b115	SeeSomeone
.15	13	115	682e06b9ee8f9b11d666b115	WillingCompromise
1.17	13	116	682e06b9ee8f9b11d666b115	ImCollaborative
1.46	13	117	682e06b9ee8f9b11d666b115	ImAdaptivePerson
1.46	13	118	682e06b9ee8f9b11d666b115	MntnComposureUndPressure
1.56	13	119	682e06b9ee8f9b11d666b115	Open2DivPerspctvs
1.68	13	120	682e06b9ee8f9b11d666b115	ThinkB4Speak
.14	13	121	682e06b9ee8f9b11d666b115	InfluencedByOthers
1.11	13	122	682e06b9ee8f9b11d666b115	NurtureConnctns
-1.09	13	123	682e06b9ee8f9b11d666b115	UsePeopl
1.74	13	124	682e06b9ee8f9b11d666b115	Listen2Others
-1.01	13	125	682e06b9ee8f9b11d666b115	EasilyDistracted
1.60	13	126	682e06b9ee8f9b11d666b115	Open2Feedback
.62	13	127	682e06b9ee8f9b11d666b115	MovePstSmllTalk
.32	13	128	682e06b9ee8f9b11d666b115	BuildRapportWAnyone
1.06	13	129	682e06b9ee8f9b11d666b115	MaintainRelationships
-.04	13	130	682e06b9ee8f9b11d666b115	RelationshpsRTx
-.65	13	131	682e06b9ee8f9b11d666b115	MakeDecWMissInfo
.71	13	132	682e06b9ee8f9b11d666b115	IntentnlChoices
.58	13	133	682e06b9ee8f9b11d666b115	ObjectiveDecisions
.76	13	134	682e06b9ee8f9b11d666b115	ConsideredBiases
.14	13	135	682e06b9ee8f9b11d666b115	Quick2Act
1.28	13	136	682e06b9ee8f9b11d666b115	Resourceful
1.34	13	137	682e06b9ee8f9b11d666b115	ConseqPotActions
.71	13	138	682e06b9ee8f9b11d666b115	ExistFrame4Decisions
.69	13	139	682e06b9ee8f9b11d666b115	DpAnalGuideDec
.76	13	140	682e06b9ee8f9b11d666b115	ComfortSharIdeasPersSett
1.82	13	141	682e06b9ee8f9b11d666b115	Observant
1.94	13	142	682e06b9ee8f9b11d666b115	Listener
1.60	13	143	682e06b9ee8f9b11d666b115	Reflect
-.19	13	144	682e06b9ee8f9b11d666b115	SocialSitsDrainEnergy
.37	13	145	682e06b9ee8f9b11d666b115	EnergizedMtgNewPeop
.41	13	146	682e06b9ee8f9b11d666b115	SpeakUpPitchIdeas
.26	13	147	682e06b9ee8f9b11d666b115	DrvnSocEng
-1.09	13	148	682e06b9ee8f9b11d666b115	Conversations
1.12	13	149	682e06b9ee8f9b11d666b115	PreferActiveParticipate
1.92	14	1	6834ee3651f83f0915c861b1	EnergizedByPotential
2.37	14	2	6834ee3651f83f0915c861b1	EagertoPursue
2.10	14	3	6834ee3651f83f0915c861b1	PursuePerfection
1.49	14	4	6834ee3651f83f0915c861b1	ComfortUnchartedT
.94	14	5	6834ee3651f83f0915c861b1	ActBeforeThinkg
2.13	14	6	6834ee3651f83f0915c861b1	Adventurous
1.43	14	7	6834ee3651f83f0915c861b1	ComfDecUncert
2.58	14	8	6834ee3651f83f0915c861b1	Pass2Inovate
1.11	14	9	6834ee3651f83f0915c861b1	InternReas2Compl
2.46	14	10	6834ee3651f83f0915c861b1	CommunIdeas
2.76	14	11	6834ee3651f83f0915c861b1	ShapeMyPath
